Age,Gender,Region,Educational_Background,Technical_Skills,Experience_Level,Preferred_Job_Role,Salary_Expectation,Application_Source,Application_Status,Interview_Score,Certifications_Count
26.0,Male,Africa,Mathematics,"Excel, R",0.0,Data Analyst,68211.11,Job Portal,nan,84.0,4.0
26.0,nan,Asia,Engineering,"R, Excel",1.0,nan,74973.16,Referral,Pending,84.0,5.0
40.0,Male,Oceania,Arts,"SQL, PowerBI",1.0,Data Architect,68064.9,nan,nan,81.0,2.0
32.0,Prefer Not to Say,South America,Arts,"SQL, PowerBI",0.0,Data Engineer,72345.39,Campus Recruitment,Pending,66.0,1.0
26.0,Male,Africa,Engineering,nan,2.0,Data Analyst,52143.63,Job Portal,Rejected,84.0,3.0
24.0,nan,Africa,nan,nan,10.0,Data Scientist,78257.1,LinkedIn,Rejected,99.0,5.0
30.0,Male,Oceania,Arts,"Python, Tableau",3.0,BI Analyst,60868.65,Referral,Rejected,,2.0
24.0,Female,Africa,Engineering,"Python, Tableau",2.0,nan,49303.92,Campus Recruitment,Rejected,84.0,4.0
30.0,Male,Oceania,Computer Science,"Excel, R",2.0,Data Engineer,74336.96,LinkedIn,Accepted,53.0,5.0
40.0,Male,Oceania,Engineering,"R, Excel",3.0,Data Analyst,75064.03,LinkedIn,Accepted,91.0,2.0
30.0,nan,nan,Computer Science,nan,,ML Engineer,76529.94,Company Website,nan,84.0,0.0
26.0,Prefer Not to Say,Africa,nan,"Python, SQL",2.0,ML Engineer,76752.56,Campus Recruitment,Pending,47.0,0.0
28.0,Prefer Not to Say,nan,Mathematics,"SQL, PowerBI",1.0,Data Engineer,76342.91,Company Website,Pending,44.0,
30.0,nan,Africa,Mathematics,"R, Excel",,ML Engineer,92026.19,Referral,Accepted,83.0,
24.0,nan,North America,Arts,nan,7.0,Data Scientist,82532.13,Campus Recruitment,Pending,,
35.0,nan,Oceania,Statistics,"Python, Tableau",0.0,nan,84078.16,Company Website,Rejected,53.0,3.0
26.0,Female,Europe,Statistics,nan,,Data Analyst,78595.79,Referral,Pending,44.0,5.0
35.0,Non-Binary,Oceania,Engineering,"SQL, PowerBI",7.0,Data Scientist,82986.86,Job Portal,Rejected,91.0,5.0
,Male,Europe,nan,nan,,Data Scientist,63554.29,LinkedIn,nan,,2.0
,nan,Africa,Computer Science,"SQL, PowerBI",,BI Analyst,79729.5,Referral,Pending,66.0,5.0
24.0,nan,South America,Mathematics,"R, Excel",,Data Analyst,87438.01,Campus Recruitment,Rejected,81.0,5.0
,nan,Asia,nan,nan,,Data Engineer,66848.03,LinkedIn,nan,44.0,3.0
32.0,Prefer Not to Say,nan,Mathematics,nan,1.0,ML Engineer,90624.24,LinkedIn,nan,66.0,2.0
40.0,nan,Africa,Mathematics,"Python, Tableau",7.0,nan,64959.72,Referral,nan,91.0,1.0
26.0,Male,Asia,Arts,"R, Excel",1.0,BI Analyst,77109.16,Job Portal,Pending,47.0,2.0
35.0,nan,North America,Mathematics,"Python, SQL",5.0,Data Scientist,54811.9,Referral,Rejected,78.0,5.0
24.0,Male,Europe,Statistics,"SQL, PowerBI",3.0,ML Engineer,82031.55,nan,Accepted,71.0,2.0
32.0,Female,nan,Business,"R, Excel",3.0,Data Analyst,88376.9,Company Website,Accepted,84.0,1.0
24.0,Non-Binary,North America,Arts,"R, Excel",7.0,Data Scientist,69620.45,Company Website,Rejected,70.0,4.0
32.0,Prefer Not to Say,South America,Engineering,"Python, SQL",1.0,Data Scientist,50034.38,nan,nan,83.0,0.0
,Male,South America,Business,"R, Excel",3.0,Data Analyst,70551.12,Company Website,Accepted,81.0,2.0
,Female,Oceania,Arts,"SQL, PowerBI",,Data Engineer,56726.83,nan,Pending,47.0,3.0
30.0,Non-Binary,nan,nan,"Excel, R",5.0,BI Analyst,71380.59,Campus Recruitment,nan,84.0,1.0
22.0,Non-Binary,nan,Arts,"Excel, R",,Data Analyst,82534.85,Referral,Accepted,70.0,
24.0,Non-Binary,nan,Computer Science,"Python, Tableau",7.0,ML Engineer,77085.25,LinkedIn,Rejected,44.0,4.0
30.0,Male,Africa,Business,"Python, SQL",0.0,ML Engineer,46717.94,Campus Recruitment,Accepted,53.0,0.0
26.0,Female,Oceania,Business,"Python, Tableau",2.0,Data Scientist,65119.92,Company Website,Pending,70.0,0.0
30.0,nan,South America,Statistics,"Excel, R",10.0,nan,73093.52,Campus Recruitment,Rejected,83.0,3.0
20.0,Female,South America,Business,"Python, SQL",3.0,Data Architect,90781.67,LinkedIn,Accepted,70.0,4.0
,Female,Oceania,Mathematics,"R, Excel",1.0,BI Analyst,67784.44,Campus Recruitment,Accepted,70.0,3.0
20.0,Female,North America,Statistics,"R, Excel",3.0,Data Engineer,77467.35,Job Portal,Accepted,44.0,0.0
24.0,Male,Asia,nan,"SQL, PowerBI",1.0,Data Engineer,72641.24,Company Website,nan,79.0,5.0
35.0,Male,Europe,Mathematics,nan,7.0,Data Architect,61195.14,Referral,nan,81.0,
35.0,Male,South America,Statistics,"Excel, R",7.0,ML Engineer,63193.34,nan,Pending,68.0,2.0
26.0,Female,Oceania,Engineering,"R, Excel",2.0,Data Engineer,67131.12,Company Website,Accepted,79.0,1.0
30.0,Male,South America,nan,"Python, SQL",,nan,89081.0,Company Website,Pending,47.0,1.0
35.0,Non-Binary,North America,Statistics,nan,3.0,ML Engineer,58337.26,Referral,Rejected,78.0,3.0
32.0,Male,nan,Engineering,nan,2.0,BI Analyst,67301.85,Referral,Pending,70.0,2.0
32.0,Prefer Not to Say,nan,Statistics,"R, Excel",1.0,Data Architect,61007.93,LinkedIn,nan,83.0,0.0
26.0,Male,Europe,Engineering,"Python, Tableau",5.0,Data Scientist,89576.71,LinkedIn,Accepted,43.0,1.0
40.0,Male,nan,Mathematics,"Python, Tableau",5.0,nan,75755.16,Job Portal,nan,91.0,1.0
,Male,nan,nan,"Python, Tableau",10.0,ML Engineer,90559.8,Campus Recruitment,Rejected,84.0,3.0
30.0,Male,North America,nan,nan,0.0,BI Analyst,30010.02,Campus Recruitment,nan,84.0,
24.0,Prefer Not to Say,Asia,Statistics,"Python, Tableau",1.0,Data Architect,83916.54,Campus Recruitment,Accepted,83.0,4.0
28.0,nan,North America,Computer Science,"Python, Tableau",1.0,ML Engineer,56502.47,nan,nan,84.0,1.0
28.0,Male,Europe,Statistics,nan,,Data Analyst,61153.66,Company Website,Accepted,83.0,5.0
28.0,Non-Binary,nan,Engineering,"SQL, PowerBI",1.0,ML Engineer,67158.4,Company Website,Pending,78.0,3.0
35.0,Prefer Not to Say,Europe,nan,"Python, Tableau",7.0,BI Analyst,69719.14,Referral,Accepted,99.0,0.0
40.0,nan,South America,Arts,"SQL, PowerBI",7.0,Data Engineer,69747.14,nan,Pending,,1.0
40.0,Male,Asia,Mathematics,"SQL, PowerBI",5.0,ML Engineer,59340.64,Job Portal,Rejected,83.0,
30.0,nan,Africa,Computer Science,"R, Excel",5.0,Data Scientist,68427.96,Job Portal,Rejected,78.0,3.0
30.0,Non-Binary,South America,Arts,nan,10.0,BI Analyst,68572.32,Campus Recruitment,nan,,
40.0,Prefer Not to Say,nan,Arts,"Python, SQL",10.0,Data Engineer,45210.05,Referral,Rejected,83.0,4.0
26.0,Prefer Not to Say,Oceania,Mathematics,"Python, Tableau",5.0,BI Analyst,75164.8,Campus Recruitment,Accepted,47.0,2.0
30.0,nan,North America,Statistics,"Python, SQL",3.0,ML Engineer,70203.0,Company Website,nan,68.0,1.0
26.0,Male,North America,Business,"Excel, R",3.0,Data Analyst,72883.35,Referral,nan,53.0,3.0
20.0,Female,Europe,Computer Science,"SQL, PowerBI",5.0,Data Analyst,62539.58,nan,Pending,62.0,2.0
32.0,Prefer Not to Say,Oceania,Statistics,"Excel, R",2.0,nan,70380.97,Campus Recruitment,Accepted,47.0,4.0
,Female,Europe,Mathematics,"SQL, PowerBI",3.0,Data Scientist,37468.31,Job Portal,Accepted,83.0,
30.0,Prefer Not to Say,Oceania,Business,"Python, Tableau",7.0,Data Architect,61917.32,LinkedIn,Pending,79.0,5.0
40.0,Male,Europe,Mathematics,"Excel, R",3.0,Data Architect,63268.38,nan,Accepted,68.0,1.0
32.0,Male,Africa,Mathematics,nan,3.0,nan,69249.11,Company Website,Rejected,81.0,3.0
32.0,Prefer Not to Say,Africa,Arts,"R, Excel",3.0,Data Scientist,69550.88,Campus Recruitment,Pending,99.0,2.0
22.0,nan,South America,nan,"Excel, R",10.0,Data Engineer,84307.96,Referral,Rejected,70.0,0.0
40.0,Male,Africa,Statistics,"SQL, PowerBI",10.0,Data Analyst,53319.88,Referral,Accepted,78.0,0.0
,Male,Oceania,Mathematics,nan,0.0,ML Engineer,80811.07,Campus Recruitment,nan,66.0,3.0
40.0,Non-Binary,Europe,Statistics,"SQL, PowerBI",3.0,nan,100051.29,nan,Accepted,68.0,2.0
30.0,Male,Oceania,Business,"Python, SQL",2.0,BI Analyst,62680.78,Job Portal,Rejected,83.0,0.0
24.0,Non-Binary,South America,Arts,"Excel, R",10.0,nan,80994.12,Campus Recruitment,nan,99.0,1.0
20.0,Male,South America,Business,"R, Excel",0.0,BI Analyst,91496.09,Company Website,Accepted,66.0,3.0
26.0,Male,nan,Business,"Python, Tableau",7.0,Data Analyst,91091.54,Referral,Accepted,79.0,4.0
24.0,nan,Asia,Arts,"Python, SQL",7.0,nan,65629.56,Company Website,nan,84.0,
20.0,nan,Africa,Statistics,"Excel, R",3.0,Data Analyst,86234.43,nan,Pending,84.0,5.0
24.0,Male,North America,Business,"Python, SQL",1.0,BI Analyst,82897.96,nan,Pending,81.0,1.0
26.0,Prefer Not to Say,North America,Engineering,"Excel, R",0.0,Data Engineer,88087.37,LinkedIn,Rejected,84.0,3.0
35.0,Prefer Not to Say,Asia,Statistics,"Python, Tableau",10.0,BI Analyst,80353.13,Job Portal,nan,81.0,
40.0,Male,Europe,nan,"Python, Tableau",7.0,Data Scientist,87548.19,Campus Recruitment,Accepted,70.0,0.0
24.0,Prefer Not to Say,Asia,nan,"R, Excel",3.0,nan,66602.67,Campus Recruitment,Rejected,71.0,4.0
30.0,Male,Europe,Mathematics,"Python, SQL",,ML Engineer,63117.37,Job Portal,nan,62.0,1.0
,nan,Africa,Arts,"R, Excel",2.0,nan,37299.39,Referral,Accepted,84.0,5.0
28.0,Female,Africa,nan,"Excel, R",,Data Analyst,63659.82,Campus Recruitment,Pending,83.0,2.0
30.0,Non-Binary,South America,Arts,"Python, Tableau",5.0,Data Architect,65348.48,Job Portal,Pending,62.0,4.0
26.0,Prefer Not to Say,South America,Statistics,"Python, Tableau",7.0,nan,42947.63,Campus Recruitment,Accepted,70.0,5.0
,Prefer Not to Say,South America,Engineering,"SQL, PowerBI",3.0,Data Analyst,70670.81,Referral,Pending,68.0,0.0
30.0,nan,South America,Engineering,"SQL, PowerBI",1.0,Data Engineer,86088.05,Job Portal,Pending,71.0,
32.0,Prefer Not to Say,North America,Engineering,"R, Excel",2.0,Data Scientist,56309.41,Referral,Accepted,83.0,5.0
40.0,Male,nan,Engineering,"Python, SQL",7.0,nan,98086.6,Campus Recruitment,Pending,83.0,
,Male,South America,Computer Science,"Excel, R",0.0,BI Analyst,75565.72,Job Portal,Accepted,53.0,4.0
32.0,Female,South America,Arts,"R, Excel",2.0,Data Scientist,82665.39,LinkedIn,nan,91.0,0.0
30.0,Female,South America,Business,"Python, Tableau",3.0,Data Scientist,69266.55,Campus Recruitment,Rejected,81.0,3.0
20.0,Female,Europe,Arts,"Python, Tableau",10.0,Data Engineer,56654.77,Job Portal,nan,99.0,5.0
22.0,Male,Oceania,nan,"Python, Tableau",7.0,Data Engineer,78138.26,LinkedIn,Accepted,99.0,1.0
20.0,Female,South America,Arts,"Excel, R",7.0,Data Architect,81397.62,Job Portal,Rejected,49.0,
40.0,Female,Asia,Arts,"R, Excel",1.0,BI Analyst,67426.02,Company Website,nan,71.0,5.0
,Male,South America,Engineering,"Excel, R",7.0,Data Architect,73830.85,Company Website,Accepted,79.0,3.0
,nan,South America,Engineering,nan,10.0,BI Analyst,69906.17,Job Portal,Accepted,,4.0
40.0,Prefer Not to Say,North America,Computer Science,"Python, Tableau",2.0,ML Engineer,60246.34,Job Portal,nan,91.0,3.0
32.0,Non-Binary,Oceania,Statistics,"SQL, PowerBI",7.0,Data Scientist,74923.51,Company Website,Accepted,81.0,1.0
22.0,Male,South America,Arts,"R, Excel",,BI Analyst,59418.72,Campus Recruitment,Accepted,84.0,4.0
30.0,Male,Oceania,Mathematics,"SQL, PowerBI",2.0,Data Engineer,81458.59,Company Website,nan,78.0,3.0
26.0,Non-Binary,Europe,Statistics,"R, Excel",5.0,ML Engineer,104779.54,Company Website,Accepted,66.0,5.0
20.0,Non-Binary,Africa,nan,"Python, Tableau",10.0,Data Architect,86491.03,nan,nan,62.0,3.0
20.0,Female,Oceania,Computer Science,"SQL, PowerBI",5.0,ML Engineer,67223.97,Company Website,Rejected,66.0,3.0
28.0,Non-Binary,Oceania,nan,"SQL, PowerBI",3.0,Data Engineer,75243.15,Referral,Pending,70.0,2.0
22.0,Prefer Not to Say,South America,Engineering,"R, Excel",0.0,BI Analyst,87000.24,Campus Recruitment,Accepted,99.0,
26.0,Prefer Not to Say,nan,nan,nan,0.0,Data Engineer,68551.98,Referral,Rejected,91.0,4.0
20.0,Prefer Not to Say,South America,Arts,nan,,BI Analyst,78376.21,Campus Recruitment,Rejected,,
26.0,Prefer Not to Say,South America,Engineering,"SQL, PowerBI",1.0,Data Engineer,80769.37,Referral,Accepted,47.0,1.0
30.0,Prefer Not to Say,North America,Statistics,"SQL, PowerBI",10.0,Data Engineer,73931.36,nan,nan,62.0,4.0
,Female,nan,Business,"Python, Tableau",3.0,Data Analyst,72852.01,Referral,Accepted,68.0,5.0
26.0,Male,Africa,Engineering,"R, Excel",0.0,BI Analyst,85768.15,Job Portal,nan,44.0,4.0
20.0,Non-Binary,North America,Engineering,"R, Excel",7.0,Data Scientist,95991.44,Company Website,Accepted,91.0,3.0
32.0,Male,North America,Computer Science,"Python, SQL",2.0,Data Analyst,68663.76,nan,Rejected,70.0,0.0
22.0,Non-Binary,North America,Business,"R, Excel",3.0,Data Analyst,88605.26,nan,Accepted,49.0,3.0
40.0,Female,nan,Statistics,"Python, Tableau",2.0,Data Analyst,47690.67,Job Portal,Accepted,84.0,0.0
24.0,Female,Europe,Mathematics,"SQL, PowerBI",1.0,Data Analyst,77263.33,Job Portal,Pending,99.0,2.0
35.0,nan,Africa,Mathematics,"Python, SQL",10.0,Data Scientist,37280.11,Job Portal,Rejected,70.0,
35.0,nan,Europe,Mathematics,"SQL, PowerBI",7.0,Data Analyst,58395.85,LinkedIn,Accepted,47.0,2.0
24.0,Female,Europe,Arts,"R, Excel",3.0,Data Architect,54463.03,nan,Rejected,62.0,0.0
26.0,Female,Africa,Mathematics,"Excel, R",7.0,Data Scientist,94560.37,Campus Recruitment,nan,44.0,3.0
22.0,Non-Binary,Europe,Arts,"SQL, PowerBI",,Data Architect,65760.11,Job Portal,Accepted,79.0,3.0
26.0,Female,nan,Statistics,nan,7.0,Data Scientist,69272.04,Job Portal,Accepted,,
40.0,Male,Africa,Statistics,"R, Excel",10.0,Data Architect,66696.06,LinkedIn,Rejected,44.0,
22.0,Non-Binary,Oceania,Engineering,nan,7.0,Data Analyst,48306.65,LinkedIn,Rejected,43.0,4.0
24.0,Female,Oceania,Mathematics,"Python, Tableau",1.0,ML Engineer,74303.14,Company Website,Rejected,66.0,
26.0,Non-Binary,South America,Computer Science,nan,10.0,Data Scientist,71143.71,Job Portal,Rejected,66.0,4.0
28.0,Non-Binary,North America,Statistics,"R, Excel",5.0,Data Analyst,57817.76,Campus Recruitment,Pending,62.0,2.0
20.0,Prefer Not to Say,Oceania,Business,"Python, SQL",1.0,nan,90696.57,Job Portal,Rejected,44.0,4.0
32.0,nan,Oceania,Business,nan,,nan,90228.0,Company Website,Accepted,78.0,4.0
,Non-Binary,Europe,Statistics,"Excel, R",7.0,Data Engineer,51134.84,nan,Accepted,49.0,4.0
32.0,Non-Binary,Africa,Engineering,"Excel, R",5.0,Data Engineer,59698.53,Job Portal,nan,70.0,2.0
40.0,Prefer Not to Say,Asia,nan,"Excel, R",3.0,BI Analyst,77047.6,LinkedIn,Rejected,68.0,4.0
26.0,Female,Europe,Business,nan,2.0,nan,63025.16,LinkedIn,Rejected,79.0,0.0
30.0,Non-Binary,Europe,Business,"Python, Tableau",2.0,Data Scientist,66735.85,Company Website,Rejected,78.0,1.0
22.0,Prefer Not to Say,nan,nan,"Excel, R",2.0,nan,54735.78,Company Website,Rejected,91.0,1.0
26.0,Male,Africa,Engineering,"SQL, PowerBI",,Data Scientist,54884.41,LinkedIn,Rejected,81.0,4.0
22.0,Prefer Not to Say,Asia,nan,"Python, Tableau",1.0,Data Architect,62199.16,LinkedIn,Accepted,81.0,4.0
,nan,Asia,Engineering,"R, Excel",3.0,Data Engineer,71963.63,Job Portal,Pending,83.0,
28.0,nan,South America,Engineering,"Python, SQL",3.0,Data Scientist,72970.01,Company Website,nan,70.0,
32.0,Female,Europe,Computer Science,"Python, Tableau",5.0,nan,57748.61,nan,Rejected,81.0,4.0
20.0,Female,nan,Engineering,"Python, SQL",3.0,Data Scientist,52767.77,Job Portal,Rejected,62.0,
,nan,North America,Engineering,"Python, Tableau",2.0,Data Engineer,51369.42,LinkedIn,Rejected,,
,nan,Oceania,Engineering,"R, Excel",3.0,Data Analyst,84833.27,Campus Recruitment,Rejected,91.0,0.0
32.0,Non-Binary,Europe,Statistics,"Python, SQL",5.0,Data Architect,101877.85,Company Website,Pending,81.0,2.0
,nan,North America,Mathematics,"Python, Tableau",3.0,Data Engineer,76452.7,Job Portal,Pending,71.0,1.0
30.0,Female,North America,Statistics,"Python, SQL",3.0,ML Engineer,31495.5,Company Website,Accepted,,
30.0,nan,Africa,Mathematics,"Excel, R",2.0,nan,78523.8,Campus Recruitment,nan,91.0,
35.0,Female,Europe,Computer Science,"Excel, R",3.0,nan,87782.81,nan,Rejected,84.0,3.0
35.0,Male,Africa,Computer Science,nan,1.0,Data Engineer,60261.48,Referral,Rejected,68.0,4.0
30.0,nan,South America,Business,"Excel, R",10.0,Data Architect,83196.08,LinkedIn,Accepted,83.0,
24.0,Female,North America,nan,"SQL, PowerBI",5.0,Data Engineer,86072.37,Campus Recruitment,nan,81.0,3.0
28.0,Prefer Not to Say,Asia,nan,"Excel, R",5.0,Data Architect,89336.62,Referral,nan,68.0,5.0
22.0,Non-Binary,North America,Statistics,"Excel, R",5.0,nan,61211.47,Job Portal,Accepted,84.0,0.0
28.0,Female,South America,Mathematics,"R, Excel",3.0,Data Analyst,71126.52,Campus Recruitment,Rejected,49.0,5.0
40.0,nan,North America,Computer Science,"Python, SQL",1.0,Data Engineer,72728.4,Referral,Pending,43.0,2.0
,nan,Africa,Computer Science,"Python, SQL",10.0,Data Engineer,89777.73,Campus Recruitment,Accepted,99.0,3.0
20.0,Male,Europe,Statistics,"Excel, R",7.0,Data Analyst,63856.13,Referral,Rejected,43.0,4.0
,Prefer Not to Say,Asia,Business,"Python, SQL",7.0,nan,84127.97,Job Portal,Rejected,81.0,4.0
28.0,Female,Africa,Engineering,"Python, Tableau",5.0,Data Engineer,74088.72,Job Portal,Rejected,,0.0
30.0,Prefer Not to Say,Oceania,Arts,nan,0.0,Data Analyst,84399.69,Job Portal,Accepted,84.0,5.0
32.0,Male,Europe,Business,"Excel, R",7.0,ML Engineer,81372.86,Job Portal,Accepted,83.0,4.0
40.0,Non-Binary,Asia,nan,nan,7.0,Data Analyst,60165.66,Job Portal,Accepted,79.0,3.0
30.0,Prefer Not to Say,South America,nan,"Excel, R",2.0,Data Scientist,74036.05,nan,Rejected,47.0,2.0
28.0,Male,North America,Arts,"SQL, PowerBI",0.0,Data Scientist,59642.81,Referral,Accepted,62.0,4.0
32.0,Female,Asia,Business,nan,0.0,Data Architect,69652.45,Job Portal,Rejected,91.0,4.0
20.0,Non-Binary,nan,Business,"Python, Tableau",,Data Analyst,96221.26,Campus Recruitment,Pending,70.0,3.0
28.0,nan,Oceania,Engineering,"Excel, R",5.0,Data Engineer,63645.31,Campus Recruitment,Pending,70.0,2.0
22.0,Male,South America,Computer Science,"Excel, R",10.0,BI Analyst,60834.81,Job Portal,Pending,84.0,3.0
26.0,nan,Europe,Mathematics,"Python, SQL",,nan,67228.34,Campus Recruitment,nan,62.0,0.0
32.0,Non-Binary,nan,Business,"Excel, R",10.0,nan,80129.53,Job Portal,nan,81.0,4.0
28.0,Male,Asia,Engineering,nan,0.0,BI Analyst,80016.89,nan,Accepted,,1.0
30.0,Male,South America,nan,nan,0.0,ML Engineer,75403.34,Campus Recruitment,nan,84.0,
22.0,Non-Binary,Europe,Arts,"Excel, R",7.0,ML Engineer,58045.38,Company Website,Rejected,70.0,
24.0,Female,nan,Statistics,"Excel, R",1.0,BI Analyst,66274.18,LinkedIn,nan,53.0,0.0
32.0,Male,nan,nan,"Excel, R",2.0,BI Analyst,91114.07,Campus Recruitment,Accepted,44.0,5.0
22.0,Non-Binary,Africa,Statistics,"SQL, PowerBI",3.0,Data Analyst,47241.74,Campus Recruitment,Pending,99.0,5.0
30.0,Prefer Not to Say,North America,Computer Science,"Python, Tableau",5.0,BI Analyst,73879.49,nan,Rejected,99.0,5.0
28.0,nan,South America,Statistics,nan,7.0,Data Scientist,66713.15,LinkedIn,Pending,44.0,1.0
,Male,nan,Business,"SQL, PowerBI",7.0,ML Engineer,77024.81,Company Website,Rejected,,3.0
20.0,Prefer Not to Say,Africa,Arts,"Python, SQL",5.0,nan,72027.19,LinkedIn,Accepted,49.0,1.0
,Male,Oceania,Business,"R, Excel",0.0,Data Architect,47481.41,Campus Recruitment,Rejected,49.0,2.0
26.0,Female,Oceania,Statistics,"Excel, R",3.0,nan,78827.54,Job Portal,nan,78.0,4.0
22.0,Non-Binary,Europe,Mathematics,nan,7.0,ML Engineer,55366.24,Company Website,Pending,68.0,2.0
26.0,Male,nan,nan,"Python, SQL",3.0,nan,52280.72,Campus Recruitment,Rejected,68.0,2.0
20.0,Non-Binary,nan,Statistics,nan,3.0,Data Scientist,70760.47,Job Portal,nan,70.0,3.0
22.0,Male,Asia,Mathematics,"R, Excel",5.0,ML Engineer,63833.49,Job Portal,Rejected,70.0,2.0
35.0,Female,nan,Statistics,"Excel, R",,BI Analyst,58026.91,nan,nan,49.0,1.0
30.0,Female,North America,Computer Science,nan,5.0,ML Engineer,64170.69,Company Website,nan,47.0,5.0
22.0,Prefer Not to Say,Europe,Arts,"Excel, R",10.0,Data Scientist,59000.64,Campus Recruitment,nan,43.0,
30.0,Female,South America,Mathematics,"R, Excel",,ML Engineer,93201.35,Referral,Pending,84.0,
,Non-Binary,nan,Engineering,"SQL, PowerBI",7.0,Data Architect,74707.05,Job Portal,Pending,81.0,0.0
40.0,Female,North America,Computer Science,"R, Excel",7.0,Data Architect,67624.46,nan,Pending,81.0,5.0
32.0,Male,nan,Business,"R, Excel",10.0,Data Architect,81381.4,LinkedIn,nan,43.0,0.0
40.0,Female,Africa,Statistics,nan,10.0,nan,67168.37,Referral,Pending,43.0,0.0
28.0,Non-Binary,North America,Arts,"Python, Tableau",,Data Architect,66104.05,nan,Rejected,44.0,1.0
32.0,Male,Africa,Arts,"Excel, R",7.0,BI Analyst,83999.49,LinkedIn,nan,66.0,4.0
32.0,Prefer Not to Say,Europe,Statistics,nan,1.0,Data Architect,59589.49,Company Website,Rejected,53.0,1.0
24.0,Prefer Not to Say,nan,Engineering,"Excel, R",5.0,Data Architect,54660.2,nan,Pending,49.0,0.0
32.0,Prefer Not to Say,Asia,nan,"SQL, PowerBI",5.0,Data Analyst,79838.91,Job Portal,Rejected,70.0,4.0
20.0,Male,Oceania,nan,"SQL, PowerBI",1.0,Data Architect,72457.19,Job Portal,Pending,49.0,3.0
40.0,Prefer Not to Say,North America,Mathematics,"Python, Tableau",5.0,BI Analyst,72317.55,Company Website,Rejected,83.0,1.0
,Female,Asia,Statistics,"Python, Tableau",0.0,Data Architect,64742.94,Job Portal,Accepted,83.0,2.0
30.0,Male,Asia,Arts,"Python, Tableau",0.0,ML Engineer,78935.74,nan,Rejected,84.0,
28.0,Male,Oceania,Engineering,"SQL, PowerBI",10.0,Data Architect,49446.43,Referral,nan,66.0,2.0
32.0,Male,North America,nan,"R, Excel",1.0,Data Engineer,40943.79,nan,Pending,70.0,2.0
28.0,nan,nan,Engineering,nan,7.0,ML Engineer,64043.95,Referral,nan,71.0,1.0
,Non-Binary,North America,nan,"Excel, R",1.0,nan,79442.99,nan,Accepted,47.0,3.0
28.0,nan,Asia,Business,"Excel, R",0.0,Data Architect,88668.97,Company Website,Accepted,53.0,4.0
,nan,South America,Engineering,nan,3.0,Data Architect,78219.44,nan,nan,49.0,1.0
32.0,nan,South America,Computer Science,"Python, SQL",,ML Engineer,56161.22,Campus Recruitment,Pending,81.0,1.0
,Non-Binary,North America,Arts,"SQL, PowerBI",5.0,Data Scientist,56280.87,Job Portal,Pending,83.0,1.0
32.0,nan,Asia,Computer Science,"SQL, PowerBI",2.0,Data Engineer,88157.07,nan,Rejected,78.0,4.0
24.0,Prefer Not to Say,Asia,nan,"Python, Tableau",2.0,Data Scientist,83581.91,nan,Rejected,83.0,3.0
24.0,Male,Europe,Engineering,nan,1.0,Data Architect,78245.8,Referral,Accepted,84.0,
,Male,Asia,Engineering,"Python, SQL",,Data Scientist,83808.5,LinkedIn,nan,,1.0
24.0,Female,Oceania,Computer Science,"Python, SQL",2.0,BI Analyst,72531.15,Job Portal,Rejected,78.0,5.0
30.0,Prefer Not to Say,South America,Business,"SQL, PowerBI",,Data Analyst,66877.3,Referral,Rejected,91.0,0.0
30.0,Non-Binary,Europe,Engineering,"Python, Tableau",3.0,ML Engineer,67599.88,Referral,Rejected,47.0,4.0
24.0,Male,nan,Computer Science,"Excel, R",2.0,Data Engineer,79560.79,Referral,Accepted,84.0,5.0
24.0,nan,Oceania,Computer Science,"Python, Tableau",0.0,ML Engineer,73556.99,Campus Recruitment,Rejected,83.0,3.0
35.0,Female,nan,Arts,"Excel, R",1.0,Data Scientist,40518.04,Company Website,Rejected,43.0,0.0
35.0,Female,South America,Business,"SQL, PowerBI",7.0,nan,83238.6,Campus Recruitment,Pending,81.0,1.0
32.0,Male,Oceania,Mathematics,"Python, Tableau",2.0,Data Analyst,78787.95,nan,Accepted,83.0,5.0
,Prefer Not to Say,Africa,Computer Science,"Python, SQL",5.0,Data Scientist,74888.2,LinkedIn,Pending,83.0,5.0
26.0,Female,North America,Arts,nan,10.0,ML Engineer,91137.8,LinkedIn,Accepted,68.0,0.0
26.0,Male,Africa,Mathematics,"R, Excel",10.0,BI Analyst,57886.48,Company Website,Pending,47.0,2.0
24.0,Prefer Not to Say,North America,Arts,"Python, SQL",,ML Engineer,54008.16,nan,Pending,70.0,5.0
28.0,Male,South America,Arts,nan,,Data Scientist,77514.25,Company Website,Pending,70.0,3.0
24.0,Male,South America,Statistics,"Excel, R",1.0,Data Engineer,58648.3,Referral,Pending,83.0,5.0
35.0,Prefer Not to Say,Africa,Business,"SQL, PowerBI",,nan,94997.64,LinkedIn,Rejected,99.0,5.0
32.0,Prefer Not to Say,Oceania,Engineering,"Python, Tableau",3.0,Data Engineer,59601.95,Referral,nan,84.0,5.0
24.0,Prefer Not to Say,nan,Business,"SQL, PowerBI",0.0,Data Engineer,59221.24,Company Website,Rejected,84.0,5.0
40.0,Male,North America,Mathematics,"SQL, PowerBI",10.0,nan,63957.43,LinkedIn,Rejected,43.0,3.0
28.0,Female,North America,Statistics,"Excel, R",2.0,Data Engineer,65541.46,Referral,Pending,47.0,2.0
